id,created_at,updated_at,carbs,description,dietary_fiber,energy_kcal,energy_kj,fat,name,net_carbs,preparation_instructions,preparation_time_in_minutes,protein,saturated_fats,servings,sugar,total_fats,total_grams,company_id,Lactose Intolerance,Gluten Intolerance,Soy Intolerance,Nut Allergy,Shellfish Allergy,Egg Allergy,Dairy-Free,Vegan,Vegetarian
45,2024-08-29 14:01:50.299,2024-08-29 14:01:50.299,6.214133333333334,Σκουμπρί καπνιστό με θυμάρι και χυμό λεμονιού,0.8479333333333333,274.732,0.0,24.241100000000003,Σκουμπρί καπνιστό με θυμάρι και χυμό λεμονιού,0.0,"Εκτέλεση: Φιλετάρουμε το σκουμπρί ή το αγοράζουμε φιλέτο. Το βάζουμε σε λαδόκολλα και αλουμινόχαρτο. Κόβουμε και προσθέτουμε το φινόκιο, την κάππαρη ψιλοκομμένη, περιχύνουμε με το χυμό λεμονιού και το ελαιόλαδο. Πασπαλίζουμε με θυμάρι ή ρίγανη. Αλατοπιπερώνουμε κατά βούληση. Το τυλίγουμε σαν φάκελο και το τοποθετούμε σε ταψί. Ψήνουμε στο φούρνο για 10'-15΄στους 200 βαθμούς στον αέρα. 



",20,8.2087,0.0133333333333333,3,4.61091,24.241100000000003,101.725,0,1,0,0,0,0,1,1,1,1
29,2024-08-29 06:58:08.663,2024-08-29 06:58:08.663,37.329025,Μοσχαρίσια μπιφτέκια με πατάτες στο φούρνο,5.014175000000001,647.8453750000001,0.0,43.8583,Μοσχαρίσια μπιφτέκια με πατάτες στο φούρνο,0.0,"Εκτέλεση: Ανακατεύουμε όλα τα υλικά μαζί για τα μπιφτέκια μας, μόλις γίνει μια μαλακή ζύμη βάλτε τη μέσα στο ψυγείο για 10 λεπτά για να σφίξει. Καθαρίζουμε και κόβουμε τις πατάτες στα 4 κομμάτια και τις ξεπλένουμε. Τις προσθέτουμε σε ένα πυρέξ και ρίχνουμε ακριβώς τα ίδια υλικά που έχουμε βάλει και στα μπιφτέκια μας συν την μουστάρδα. Ανακατεύουμε τις πατάτες μας και προσθέτουμε 1 ποτήρι νερό. Ψήνουμε τις πατάτες για 30-35 λεπτά μέχρι να πάρουν ένα χρώμα στους 180°-200°. Μόλις βάλουμε τις πατάτες να ψήνονται, πλάθουμε τα μπιφτέκια μας και τα προσθέτουμε σε ένα ταψί με λαδόκολλα. Ψήνουμε για 15-20 λεπτά.




 
",60,24.7915375,0.2,4,1.62052375,43.8583,355.925,0,1,1,0,1,0,1,1,0,1
30,2024-08-29 07:38:09.478,2024-08-29 07:38:09.478,1.275,,1.005,24.0,0.0,2.205,Eleonore,0.0,,0,0.3,0.315,1,0.1049999999999999,2.205,15.0,1,1,1,1,0,1,0,1,1,0
31,2024-08-29 08:20:45.408,2024-08-29 08:20:45.408,21.376800000000003,Γιουβαρλάκια,2.3176,691.7986666666667,0.0,52.51393333333333,Γιουβαρλάκια,0.0,"Εκτέλεση: Ανακατεύουμε όλα τα υλικά (κιμάς, 1 αυγό, κρεμμύδι ψιλοκομμένο, σκελίδα σκόρδο πολτοποιημένη, μαιντανός ψιλοκομμένος, ρύζι, ελαιόλαδο, αλάτι, πιπέρι) και αφήνουμε στο ψυγείο να δέσουν οι μυρωδιές (προαιρετικά). Έπειτα πλάθουμε σε μπαλάκια και τα βάζουμε σε αλατισμένο νερό που βράζει, να τα σκεπάζει 1-2 εκατοστά. Περίπου μετά από 15 λεπτά αρχίζουμε να ετοιμάζουμε το αυγολέμονο. Χτυπάμε τα 2 αυγά, προσθέτουμε σιγά σιγά το χυμό από τα 2 λεμόνια και επίσης σιγά σιγά 1 κουτάλα από το ζωμό του φαγητού μας. Προσθέτουμε το μείγμα στην κατσαρόλα και ανακατεύουμε. Αφήνουμε να πάρει μια βράση και σερβίρουμε. Αν είναι πολύ το ζουμί που έχει μείνει στην κατσαρόλα μπορούμε να διαλύσουμε 1-2 κ.σ. κορν φλάουρ σε ένα φλυτζάνι ζωμό από το φαγητό και να το προσθέσουμε στην κατσαρόλα.



",40,32.45036666666667,0.0876666666666666,3,3.2692433333333333,52.51393333333333,337.225,0,1,1,0,0,0,0,1,0,1
32,2024-08-29 08:22:52.657,2024-08-29 08:24:30.746,40.1012,Κεφτεδάκια φούρνου,1.2049,492.5955,0.0,21.4084,Κεφτεδάκια φούρνου,0.0,"Εκτέλεση: Σε ένα μπολ βάζουμε όλα τα υλικά μαζί και ζυμώνουμε πολύ καλά το μίγμα. Δημιουργούμε μικρομεσαίο μέγεθος μπαλάκια και τα τοποθετούμε σε ένα ταψάκι ή πυρέξ. Πασπαλίζουμε με λάδι και ψήνουμε στον φούρνο στον αέρα στους 200 βαθμούς για 20-25 λεπτά.

",45,34.937050000000006,0.05,2,2.363865,21.4084,281.8375,0,0,1,0,1,0,0,1,0,0
72,2024-09-02 10:04:58.986,2024-09-02 10:04:58.986,49.620375,Easy recipe,0.0,441.35,0.0,21.612375,Cookie,0.0,"Mix the melted butter with the white sugar and the egg until it's homogeneous. Mix the flour with the baking powder in another bowl and add the salt. Then add the flour, baking powder and salt to the other bowl and mix until it's homogeneous. Break the chocolate into small pieces. Add the chocolate chip to the dough and mix it again. Shape the cookie dough into balls of the desired size and place them on a baking tray. Put the baking tray in the oven at 180°C for about 10 minutes. Keep a close eye on them during cooking. After that, remove from the oven and leave to cool for a few minutes. Enjoy ! ",30,11.16,0.0,4,23.2963125,21.612375,120.125,1,1,1,0,1,1,1,1,0,1
33,2024-08-29 08:25:47.314,2024-08-29 10:17:43.722,29.35475,Μπάμιες λαδερές στην κατσαρόλα,7.1217500000000005,179.37750000000003,0.0,5.6552500000000006,Μπάμιες λαδερές στην κατσαρόλα,0.0,"Εκτέλεση: Ρίχνω τις μπάμιες σε ένα σουρωτήρι και τις ξεπλένω απαλά για λίγα δεύτερα. Ρίχνω ξύδι και λίγο αλάτι και ανακατεύω να πάει παντού. Αφήνω στην άκρη μέχρι να ετοιμάσω τα υλικά μου και πριν τα ρίξω στο φαΐ μου τις ξανά ξεπλένω. Σοτάρω στην κατσαρόλα μου το κρεμμύδι με το σκόρδο, ρίχνω αλάτι, πιπέρι και λίγη ζάχαρη. Ρίχνω τον πελτέ και ανακατεύω καλά. Ψιλοκόβω την τομάτα και την ρίχνω και αυτή. Ρίχνω τις μπάμιες μου και ανακατεύω πολύ απαλά τώρα που είναι παγωμένες ακόμη. Τέλος ρίχνω τον χυμό ντομάτας μου (τομάτες τριμμένες), το ξύδι και λίγο νεράκι για να καλύψουν οι μπάμιες. Βράζω σε μέτρια φωτιά για περίπου 30 λεπτά, χωρίς να τις ανακατεύω με κλειστό καπάκι. Αποσύρω από την φωτιά και ρίχνω λίγο μαϊντανό.








",30,5.4590000000000005,0.0445,4,10.718525,5.6552500000000006,434.9375,0,1,1,0,1,0,1,0,1,1
34,2024-08-29 10:21:28.061,2024-08-29 10:21:28.061,3.2687,Ομελέτα,0.3549,730.6205,0.0,58.44840000000001,Ομελέτα,0.0,"Εκτέλεση: Με έναν αυγοδάρτη χτυπάμε τα αυγά. Στη συνέχεια, ρίχνουμε μέσα σε αντικολλητικό τηγάνι (αφού έχει κάψει λίγο το λάδι) τα χτυπημένα αυγά και προσθέτουμε τα υπόλοιπα υλικά. Αφού γίνει η ομελέτα, σερβίρουμε.
",25,47.85705,0.0,2,2.751365,58.44840000000001,239.3375,0,0,0,0,1,0,1,0,1,0
36,2024-08-29 10:57:18.455,2024-08-29 10:57:18.455,12.99,,1.83,68.1,0.0,0.39,Test1,0.0,,0,2.22,0.0,1,0.75,0.39,30.0,1,0,1,0,0,1,1,1,0,1
38,2024-08-29 11:25:28.237,2024-08-29 11:28:20.499,27.5925,Τυρόπιτα,0.0,273.74666666666667,0.0,12.93,Τυρόπιτα,0.0,"Εκτέλεση: Ανακατεύουμε όλα μαζί τα υλικά της γέμισης. Σε ένα ταψί βάζουμε λαδόκολλα και απλώνουμε το ένα φύλλο σφολιάτα. Ρίχνουμε και απλώνουμε την γέμιση. Σκεπάζουμε με το δεύτερο φύλλο και γυρνάμε τις άκρες προς τα πάνω. Χαράζουμε ελαφρά την πίτα σε κομμάτια, την αλείφουμε με ένα αυγό και πασπαλίζουμε την επιφάνειά της με λίγο σουσάμι. Ψήνουμε στους 180°C για 30-35' να ροδίσει καλά.

",45,12.24,0.0,12,2.9758333333333327,12.93,122.39583333333331,0,1,1,1,1,1,1,0,1,1
39,2024-08-29 11:30:15.724,2024-08-29 11:38:42.343,19.18913333333333,Σαλάτα χωριάτικη,4.7199333333333335,221.5136666666667,0.0,12.922266666666664,Σαλάτα χωριάτικη,0.0,"Εκτέλεση: Έχουμε όλα τα υλικά κρύα απ' το ψυγείο και πλυμένα και τα κρεμμύδια κομμένα. Τα βάζουμε στη σαλατιέρα. Κόβουμε πάνω τη σαλατιέρα τις ντομάτες και μετά τα αγγουράκια. Αν θέλουμε και τη πιπεριά. Πασπαλίζουμε με το αλάτι. Προσθέτουμε ελαιόλαδο, τις ελιές και θυμάρι. Ανακατεύουμε καλά. Βάζουμε στο κέντρο τη φέτα. Αφήνουμε στο ψυγείο για τουλάχιστον 30 λεπτά πριν το σερβίρισμα. Προαιρετικά, ρίχνουμε λίγο επιπλέον λάδι και θυμάρι στη φέτα.",8,8.988033333333334,0.2693333333333333,3,10.189910000000005,12.922266666666664,435.76666666666665,0,0,1,1,0,1,1,1,0,0
40,2024-08-29 12:20:46.187,2024-08-29 12:27:27.011,37.174275,Κοτόπουλο λεμονάτο με πατάτες στην κατσαρόλα,6.54525,378.69075,0.0,9.426275,Κοτόπουλο λεμονάτο με πατάτες στην κατσαρόλα,0.0,"Εκτέλεση: Χτυπάμε το κρεμμύδι, το καρότο και τη σκελιδα σκορδο στο μπλέντερ, για να λιώσουν. Ζεσταίνουμε το λάδι σε μία κατσαρόλα και βάζουμε το κρέας να τσιγαριστεί. Προσθέτουμε το κρεμμύδι με το καρότο, το σκόρδο, τις πατάτες και ανακατεύω καλά μέχρι να πάρουν ένα ελαφρύ χρώμα. Συνεχίζουμε με την μουστάρδα, το χυμό από το λεμόνι, το αλεύρι, την πάπρικα, αλάτι, πιπέρι, ρίγανη, θυμάρι και το μιξ μπαχαρικών. Ανακατεύουμε καλά και ρίχνουμε 3-4 ποτήρια νερό. Στην πορεία του βρασμού ίσως να χρειαστεί έξτρα νερό ή λεμόνι ή αλατοπίπερο. Βράζουμε για 30-40 λεπτά σε χαμηλή φωτιά και άλλα 5-10 λεπτά σε δυνατή για να χυλώσει πιο γρήγορα το φαγητό.






",60,35.288000000000004,1.2307499999999998,4,4.504225,9.426275,366.11875,0,1,0,1,1,1,0,0,0,1
41,2024-08-29 13:38:37.883,2024-08-29 13:38:37.883,110.29175,Φασόλια γίγαντες στο φούρνο,6.58575,596.595,0.0,11.13675,Φασόλια γίγαντες στο φούρνο,0.0,"Εκτέλεση: Κόβουμε και συγκεντρώνουμε όλα τα υλικά μας. Στην χύτρα σε δυνατή φωτιά, 9/9 βάζουμε με 1 λίτρο νερό τους γίγαντες και μόλις πάρουν βράσει ξαφρίζουμε μέχρι να χαθούν οι αφροί για 10 λεπτά περίπου. Συμπληρώνουμε με νερό από τον βραστήρα, (αν χρειαστεί) σφραγίζουμε την χύτρα και τους μισό - βράζουμε στην θέση 2 για 20 λεπτά η σύμφωνα με τις οδηγίες της χύτρας μας. Θέλουμε οι γίγαντες να κρατούν όταν θα τους βγάλουμε. -στην απλή κατσαρόλα βράζουν σε 2 ώρες, προσθέτοντας νερό οπότε απαιτείτε. Προθερμαίνουμε τον φούρνο στους 200 βαθμούς κελσίου στις αντιστάσεις. Σε αντικολλητικό ταψί προσβάσιμο στην εστία, ρίχνουμε τα ψιλοκομμένα κρεμμύδια, και 1 κούπα νερό, και σε δυνατή φωτιά τα αχνίζουμε, μέχρι να χαθούν τα υγρά τους. Ρίχνουμε 50ml από το ελαιόλαδο στο τηγάνι και τα τσιγαρίζουμε, προσθέτουμε το πράσο, και στο τέλος τα σκόρδα. Ρίχνουμε τον πελτέ ανακατεύουμε να διαλυθεί, και να ενωθεί με τα κρεμμυδοπρασόσκορδα. Ρίχνουμε επιπλέον 50ml ελαιόλαδο, και συνεχίζουμε πάντα σε δυνατή φωτιά, 9/9το τσιγάρισμα, με σειρά να παίρνουν οι πιπεριές. Μόλις μαλακώσουν και χάσουν τον όγκο τους, προσθέτουμε τα καρότα, και συνεχίζουμε. Δροσίζουμε με τις ντομάτες, και το ψιλοκομμένο σέλινο, η τον δυόσμο. Αποσύρουμε από την φωτιά, προσθέτουμε τις πάπρικες καυτερή και γλυκιά, μαύρο πιπέρι, ανθό η αλάτι, τους γίγαντες στραγγισμένους, 1 κούπα νερό, και μισή κούπα από το νερό βρασμού των φασολίων (μόνο το διαυγές υγρό). Λούζουμε με το υπόλοιπο ελαιόλαδο (100ml) την επιφάνεια. Φουρνίζουμε ξέσκεπα, για 40 λεπτά στην χαμηλή σχάρα του φούρνου, η μέχρι να πάρουν οι γίγαντες ρόδινο χρώμα. Τους αφήνουμε να ξεκουραστούν, σε θερμοκρασία περιβάλλοντος. Δοκιμάζουμε αν θέλουν επιπλέον καρύκευμα και μετά σερβίρουμε.














",120,13.918250000000002,0.139,4,7.5958,11.13675,392.6875,0,1,1,0,1,0,0,1,0,0
43,2024-08-29 13:48:21.181,2024-08-29 13:48:21.181,7.959283333333333,Κολοκυθόπιτα αλμυρή,0.2674833333333333,75.94508333333333,0.0,2.645566666666667,Κολοκυθόπιτα αλμυρή ,0.0,"Εκτέλεση: Αφού έχεις τρίψει και στραγγίσει τα κολοκυθάκια τα ανακατεύεις με όλα τα παραπάνω υλικά. Ψήνεις στο φούρνο 45-50 λεπτά στους 180° στον αέρα σε χαμηλή σχάρα και έτοιμη η πίτα.

",55,4.7855083333333335,0.0208333333333333,12,1.3000608333333334,2.645566666666667,54.38958333333333,0,0,1,0,0,1,1,0,1,1
37,2024-08-29 10:57:43.873,2024-09-02 09:18:25.322,14.1,,0.0,138.0,0.0,4.5,Test2,0.0,,0,9.9,0.0,1,14.1,4.5,300.0,1,1,1,0,1,0,1,1,0,0
